Material,Material Description
800000000392,AGL- VELUTU BIANCO 1200 X 600
800000000393,Mandir
800000000394,2x18 Watts Tube batten
800000000395,20MM PVC BAR SADDLE
800000000396,20MM PVC BAND
800000000397,25Â  MM PVC BAR SADDLE
800000000398,2.5sqmm Black Wire
800000000399,"""1Â½"""" Ã— 1Â¼"""" UPVC TeeÂ Â Â """
800000000400,"""Â½"""" UPVC PipeÂ Â """
800000000401,"""1"""" UPVC Union"""
800000000402,"""Â¾"""" UPVC Union"""
800000000403,Network Adaptor
800000000404,Bacnet BMS Gateway
800000000405,Adhesive Powder
800000000406,"""BALL VALVE-1"""" FLANGED"""
800000000407,BLAZE 150W
800000000408,BRTFG 45W
800000000409,HDMI Cable - 20 Mtrs
800000000410,HDMI Cable - 10 Mtrs
800000000411,HDMI Cable - 5 Mtrs
800000000412,ISA 40x40x5
800000000413,25mm Brush Valve
800000000414,20 mm Brush Valve
800000000415,Brass & Copper Fittings for FCU
800000000416,Electrothermic Actuator 230V N C
800000000417,PID Temperature/HumidityÂ controller
800000000418,24VDC Power-Sensor/TransmitterÂ 
800000000419,Duct Mount Temperature/Humidity sensor
800000000420,400W METAL HALIDE FITTING
800000000421,25 Ã— 15mm (F) Reducer
800000000422,FOLIO HALF-PEDESTAL
800000000423,"""FOLIO WM LAVATORY, SINGLE HOLE"""
800000000424,GRID DRAIN W/OVERFLOW HOLE
800000000425,TOWEL RING
800000000426,SINGLE ROBE HOOK
800000000427,CRUZ SOAP DISPENSER WITH HOLDER
800000000428,32 Ã— 89mm Insulation with IC clad tube
800000000429,32 Ã— 76mm Insulation with IC clad tube
800000000430,32 Ã— 60mm Insulation with IC clad tube
800000000431,32 Ã— 48mm Insulation with IC clad tube
800000000432,25 Ã— 35mm Insulation with IC clad tube
800000000433,25 Ã— 28mm Insulation with IC clad tube
800000000435,K 414 Adhesive
800000000436,6A DP MCB
800000000437,16A SP MCB
800000000438,100 X100X65 GI Box
800000000439,Butterfly Valve
800000000440,Matching Flange
800000000441,Industrial plug and Socket
800000000442,Cable Manager
800000000443,25MM PVC Condute (ISI Mark)+Accessories
800000000444,Gland Single Compression 19mm
800000000445,PIN type Lugs with Insulation 4mm
800000000446,Cisco Flexstack 1m Stacking Cable
800000000447,SIKAFLOOR 105 RAL 7035
800000000449,10sqmm Elmex Connector
800000000450,"""5"""" Ball Bearing Hinge"""
800000000451,501-Sensy Auto Hinge
800000000452,Flush door
800000000453,Paperslate(7277A)
800000000454,Grifine Black
800000000455,Pebbles (Restile)
800000000456,SPRINKLER 68 Deg
800000000457,FLOW SWITCH (SPRINKLER -150MM dia)
800000000458,SINGLE HEADED SS HYDRANT VALVE 63 MM DIA
800000000459,RRL HOSE 63 MM DIA WITH COUPLINGS
800000000460,HOSE REAL DRUM  SWINGING TYPE
800000000461,MS AIR RELEASE VALVE
800000000462,HOSE BOX (STEEL SHEET)
800000000463,PVC CASING CAPPING
800000000464,PVC TAPE (10 MT)
800000000465,6 AMP SWITCH (2 Way)
800000000466,MULTISTANDARD SOCKET 13 AMP (3 PIN)
800000000467,3 MODULE FLUSH MOUNTING BOX
800000000468,4 MODULE FLUSH MOUNTING BOX
800000000469,6 MODULE FLUSH MOUNTING BOX
800000000470,8 MODULE FLUSH MOUNTING BOX
800000000471,3 MODULE SURFACE MOUNTING BOX
800000000472,6 MODULE SURFACE MOUNTING BOX
800000000473,FAN STEP REGULATOR 100W
800000000474,KEY FOB SWITCH
800000000475,USB CHARGER
800000000476,2X1.5 Sqmm Armoured FRLS Cable          
800000000477,AnalogueAddressable MultiSensor Detector
800000000478,Addressable manual call point
800000000479,Addressable Hooters
800000000480,Addressable fault isolators
800000000481,Addressable control module
800000000482,Addressable  monitor module
800000000483,LCD Repeater Panel
800000000484,Analogue addressable beam detector
800000000485,20 MM PVC HMS CONDUIT
800000000486,Safety Belt
800000000487,RCPC F-660X14515
800000000488,Sluice Valve 150 mm
800000000489,Sluice Valve 50 mm
800000000490,Non-return valves 50 mm
800000000491,Brass Ball valves 15 mm
800000000492,Brazilian White marble
800000000493,Inside laminate-107 Wool
800000000494,Flexible Hose-1500mm
800000000495,SS Rosette pallet
800000000496,18 mm DGU
800000000497,8mm clear Toughened Glass
800000000498,"""12"""" Telescopic Channel"""
800000000499,CI Gate Valve 65 mm
800000000500,CI Gate Valve 50 mm
800000000501,CI Gate Valve 25 mm
800000000502,Non-Return Valve 25 mm
800000000503,Forged Brass Ball valves  25 mm
800000000504,CI Butterfly valve 150 mm
800000000505,SSD04-15
800000000506,Musking Tape
800000000507,Pressure Switch
800000000508,10W COB ROUND
800000000509,Dock Buffers
800000000510,Black Stone
800000000511,500 Sensy Auto Hinge
800000000512,22MM Multi Lock
800000000513,80mm Wire Manager SS
800000000514,Keyboard Tray
800000000515,RCPC Gully Grating-15MT
800000000516,KEY & KNOB CYLINDER-080MM-SS-HF
800000000517,200mm Exhaust Fan
800000000518,3 MODULER PVC BOX WITH COVER
800000000519,Mortise Lock - SS-IB
800000000520,"""20"""" telescopic Channel"""
800000000521,Carpet
800000000522,NON RETURN VALVE 100 NB
800000000523,NON RETURN VALVE 150 NB
800000000524,GATE VALVE 40 NB SCREW TYPE
800000000525,Aluminium Channel
800000000526,Patti (S.S)
800000000527,35 x 9 mm nitrile insulation tube
800000000528,32mm rubber insulation with ICC clad
800000000529,100 MM GATE VALVE FLANGE TYPE-PN-10
800000000530,"""1¼""""×1""""(32mm×25mm)  UPVC bush"""
800000000531,"""½"""" UPVC MTA brass socket"""
800000000532,"""½"""" angular cock"""
800000000533,M12 Washers
800000000534,M12 NUTS
800000000535,Response Indicator
800000000536,Door Closer with Palmet Arm
800000000537,Suspened Profile Light
800000000538,Magnet PVC
800000000539,BP-6080-push open (gerate)
800000000540,wooden shelf support
800000000541,"""4"""" tower bolt SS"""
800000000542,Door hundi S/S
800000000543,SH-HW-006-Hook S/S
800000000544,9071206-24mmAutoHingeSensey9.5*(hettich)
800000000545,"""3""""X1.1/2 bhanj SS"""
800000000546,PS-4044 Sliding handle SS(Polo)
800000000547,10w COB Round With Driver
800000000548,Laminate - 9617 (VRB) Majestic Oak
800000000549,"""32"""" FHD Smart Commercial TV"""
800000000550,Metalla Hinges Soft Close-00K-HF
800000000551,Metalla Hinges Soft Close-07K-HF
800000000552,Universal Lock-75mm-GJ
800000000553,Key Hole-med-SS
800000000554,"""Premium neck bolt-06""""-SS-Décor"""
800000000555,"""Premium neck bolt-08""""-SS-Décor"""
800000000556,25mm FRLS Conduit - White Colour
800000000557,25mm PVC Coupler
800000000558,RJ- 11 Socket
800000000559,6 mm Full Thread Rod
800000000560,6 mm Flush nut
800000000561,GI Nut
800000000562,GI washer
800000000563,MS ANGLE 75X75X6 MM
800000000564,Ring Type Anchor Fastener 10/75
800000000565,18W LED TUBE LIGHT
800000000566,International Socket
800000000567,6 Amps Switch and Socket
800000000568,3 Gang Switch
800000000569,4 Gang Switch
800000000570,RJ 11 + RJ 45 Socket (Double Module)
800000000571,Corian Black Sheet-6mm
800000000572,Key Board tray (Computer)
800000000573,"""HDPE TARPAULIN, HEAVY DUTY"""
800000000574,Aluminium clad
800000000575,4CX1.5 Sq.mm Copper Unarmoured cable
800000000576,Wallpaper
800000000577,Wallpaper Fabric Black
800000000578,12mm toughened Glass
800000000579,6 Amps Socket
800000000580,RJ-11 Socket
800000000581,RJ-45 Socket
800000000582,HDMI Socket
800000000583,Air Purifier
800000000584,"""MS Flange 150 mm Table """"D"""""""
800000000585,30X6mm MS Flat (1210 Mtr)
800000000586,25X3mm MS Flat (448 Mtr)
800000000587,"""Brass Bush 1/2""""X3/8"""""""
800000000588,Foot valve with strainer 200 Nb
800000000589,Foot valve with strainer 80 Nb
800000000590,"""Mounting (vibration) Pad-6"""""""
800000000591,"""Mounting (vibration) Pad-4"""""""
800000000592,GI Union 50 mm NB
800000000593,GI Union 25 mm NB
800000000594,"""50 NB 3 """" long MS nipple"""
800000000595,GI Elbow 15 mm NB
800000000596,Copper lead with complete set
800000000597,Distilled water
800000000598,DS4 Face PlateTel & lan
800000000599,ITL4 Intl Travel Premium Adaptor
800000000600,Non return Valve 80mm NB
800000000601,100 NB BUTTERFLY VALVE
800000000602,100 NB NRV WAYFAR TYPE
800000000603,Brass Gate Valve 25 NB (SCREW TYPE)
800000000604,80 NB BUTTERFLY VALVE
800000000605,Crosstine Stone
800000000606,Adhesive
800000000607,Commercial POP
800000000608,"""4 """" round box for detector"""
800000000609,Blank Plate
800000000610,Table Swivel-305mm
800000000611,Self Adhesive Interior film
800000000612,12Cx 1sq. Mm. control cable
800000000613,8' x 4' Laminate (White brich-3512)
800000000614,8' x 4' x 12mm WPC Board (White)
800000000615,Aluminium Mat
800000000616,ACP Sheet
800000000617,32mm Multi lock (Godrej)
800000000618,40 AMP FP MCB C TYPE
800000000619,ALUMINIUM LUGS 50 SQMM
800000000620,ALUMINIUM LUGS 25 SQMM
800000000621,Silver Utensil
800000000622,Solo Multi Utility 2pkt Bag
800000000623,BDSatinDreamz210TCDBL
800000000624,BNC Mezzo DBL Dohar
800000000625,BNC Mezzo Single Dohar
800000000626,BOM Dyeing Breezo SGL Bed
800000000627,Hindware 15Ltr Geyser
800000000628,Haier Minibar 62L Ref
800000000629,WPOOL 20L Conv MWO 20BC
800000000630,Upvc ball valve 50mm
800000000631,Upvc ball valve 40mm
800000000632,Brass MTA 50mm
800000000633,Brass MTA 40mm
800000000634,Brass MTA 25mm
800000000635,Cpvc Tank connectror 25mm
800000000636,Cpvc ball valve 32mm
800000000637,Cpvc brass elbow 32mm
800000000638,Float valve 32mm
800000000639,50mm×32mm reducer socket(Cpvc)
800000000640,32mm×25mm reducer socket(Cpvc)
800000000641,Refrigerator 321L RT34M55185
800000000642,Communication Board
800000000643,Patch fitting
800000000644,Overpanel Patch
800000000645,L Fix Clip
800000000646,Silicon
800000000647,Shower Curtain
800000000648,Medium density fibre-board
800000000649,CHEQURED PLATE 6THK
800000000650,SOLENOID VALVE COIL 24 V
800000000660,Stone Chips
800000000661,Cable - 35 Sqmm 3.5 Core Alu.Armoured
800000000662,Cable - 2.5 Sq.mm 4 Core Copper Flexible
800000000663,Screw Type Water Chilling Plant 200 TR
800000000664,12Core Single Mode Arm.(Outdoor)9/125M
800000000666,Brickwork 250 mm thick
800000000667,RCC Grade M25 stone chips and sand
800000000668,Plastering Material 20 mm
800000000669,Plastering Material 12 mm
800000000670,PCC M-15 Grade
800000000671,RCC M-25/ M-30 Grade
800000000672,250mm th.Brick Work (1:6)
800000000673,125mm th Brick work (1:4)
800000000674,Brick flat soling 75 mm thick
800000000675,Snowcem Paint
800000000676,DOL starter
800000000677,Battery Operated Fork Lift
800000000678,GI Strips of 50 X 6 mm
800000000679,90 Turn Conveyor
800000000680,Long-side Conveyor
800000000681,Short-side Conveyor
800000000682,Glue Potting Station
800000000683,JB Glue Potting Machine
800000000684,Offline EVA/BS Cutting machine
800000000686,Wood
800000000687,"Battery – 72V, 330AH"
800000000688,25MM PVC HMS conduit
800000000689,Comblift AM 30 WE (AC Electric)
800000000690,1x18W LED Tube Light batten
800000000691,90-100mmavg thick screed concrete(1:2:4)
800000000692,Cable Marker
800000000693,Kitchen Exhaust Centrifugal Fan12500CFM
800000000694,40 × 40 × 15mm (Thd) TEE (F)
800000000695,40 × 32 × 15mm (Thd) TEE (F)
800000000696,32 × 25 × 15mm (Thd) TEE (F)
800000000697,25 × 25 × 15mm (Thd) TEE (F)
800000000698,32 × 32 × 15mm (Thd) TEE (F)
800000000699,40 × 32 × 25mm TEE (F)
800000000700,25 × 25 × 25mm TEE (F)
800000000701,40 × 40 × 25mm TEE (F)
800000000702,32 × 32 × 25mm TEE (F)
800000000703,40 × 32 × 25 × 15mm Cross (F)
800000000704,15mm (F) socket
800000000705,32mm (F) Elbow
800000000706,50mm (F) Elbow
800000000707,50 × 40mm Reducer (F)
800000000708,GI bar saddle 19mm 2 way
800000000709,GI bar saddle 19mm 3 way
800000000710,GI SHEET 24 GAUGES
800000000711,Pressure Gauge 0-20 kg
800000000712,Gunmetal 4 way Fire Brigade Intel
800000000713,Gunmetal 3 way collecting Head
800000000714,Curing room
800000000715,Auto sorting machine
800000000716,Elevator (950mm->2800mm)
800000000717,Steel Structure(Apr 10m)
800000000718,High-pot (tester)
800000000719,IV tester rail(Auto)
800000000720,Auto  packing machine-offline
800000000721,Auto  straping machine-offline
800000000722,High-pot (station&tester)
800000000723,"49"" FHD Smart Commercial TV"
800000000724,Shims derlin 3X40X90 mm S/R
800000000725,Nylon Expansion shields
800000000726,MOTORISED DAMPER
800000000727,Coolant
800000000728,Salwood
800000000729,Aluminium section
800000000730,EPDM Rubber Gasket 50 kg bag
800000000731,Sliding Rollers
800000000732,Aluminium D Handle
800000000733,Sliding Star lock
800000000734,Butt Hinges
800000000735,Door Stopper
800000000736,SS Net
800000000737,HDMI Switch VM-4HC
800000000738,Kramer HDMI Cable 3Ft
800000000739,DIGITAL CAMERA (SONY DSC-H300)
800000000740,3.5Cx10sq.mm. A2XFY cable
800000000741,Armoured copper conductor cable
800000000742,4 core x 1.5 sq.mm flexible copper cable
800000000743,Cable 3.5Core×50 sqmm A2XFy
800000000744,Cable 4Core×4sqmm 2XFy
800000000745,Red Sand
800000000746,"Tie, velcro, celotape, screw"
800000000750,ATW MS40A Stringer
800000000751,Auto Robot layup Machine- DB100-MBB
800000000752,Reform Conveyor
800000000753,ATW Laser Cutting Machine -HC40A
800000000754,Automation/up gradation
800000000755,Diesel(H.S.D)
800000000756,Steel Almirah
800000000757,Pedestal Fan
800000000761,Steel Measuring Tape 30 Mtr.
800000000762,Steel Measuring Tape 5 Mtr.
800000000763,"Plier-8"""
800000000764,Screw Driver
800000000765,Metal Halide Fitting with Ballast 400W
800000000766,Lamp for Metal Halide 400W
800000000767,Writing Board White (3' x 4')
800000000768,"Unidirection,I.U.T.L/Unl.JB,Label,disch."
800000000769,Bidirection
800000000770,EL Test
800000000771,Buffer
800000000772,Framing
800000000773,Curing Line
800000000774,Frame Silicon Dispenser
800000000775,Glass Washer
800000000776,Repairing Table
800000000777,JB Dispenser
800000000778,String Handling Tools
800000000781,Sand
800000000782,Cable-2.5 Sq.mm. 4 Core Cu. Flexible
800000000783,"Water Meter for 1 1/2"" Pipe Line"
800000000784,"Non-returnable Valve 1 1/2"""
800000000785,Cartridge 88A
800000000786,Safety Shoes
800000000787,MCB - 63 Amp TPN
800000000788,Aluminium Lug 35 Sqmm
800000000789,"PVC Socket - 1"""
800000000790,"PVC Socket - 1½"""
800000000791,"PVC Elbow 90 - 1"""
800000000792,"PVC Elbow 90 - 1½"""
800000000793,"PVC Ball Valve - 1"""
800000000794,"MTA - Plastic - 1½"""
800000000795,Solvent Cement
800000000796,Flat File
800000000797,Water Tank (Reserver)
800000000798,Cable - 2.5 Sq.mm 3 Core Copper Flexible
800000000801,Double Compression Glands - 38 mm
800000000802,Aluminium Lugs - 70 Sq. mm.
800000000803,MH Choke 400 Watts
800000000804,MH Lgnitor-400Watts
800000000805,Cable - 1.5 Sg.mm 3 Core Copper Armoured
800000000806,STP Patch Cord
800000000807,Air Conditioner Split Type 1.5T
800000000809,Metal Halide Fitting with Ballast 250W
800000000810,MH Lgnitor-250Watts
800000000811,MH Choke 250 Watts
800000000812,PVC Electrical Conduit Pipe - 40 mm
800000000813,PVC Electrical Conduit Pipe - 25 mm
800000000814,PVC Junction Box 4 Way - 25 mm
800000000815,PVC End Cap for 25 mm Pipe
800000000816,PVC Long Bend- 40 mm
800000000817,Foam(PU)
800000000818,"Umion 1 1/2"""
800000000819,"MS Hook - 1 1/2"""
800000000820,"Ball Vulve - 1 1/2"""
800000000821,"Non Return Vulve - 1 1/2"""
800000000822,"Ball Cock -  1"""
800000000823,"F.T.A - 1"""
800000000824,"MTA - 1"""
800000000825,"Tee - 1 1/2"" X 1"""
800000000826,33KvPanel With Seperate Relay & Metering
800000000827,33Kv Panel Consumer Terminal
800000000828,33Kv HT Panel - 800A
800000000829,11Kv HT Panel - 630A
800000000830,Plastic Role
800000000831,"Tullu Pump,1 Hp"
800000000832,Silent DG Set - 810 KVA
800000000833,Silent DG Set - 400 KVA
800000000834,Synchronizing & Auto Load Sharing Pannel
800000000835,Fuel Flow Meter With RS 485 Modbus
800000000836,Silent DG Set - 82.5 KVA
800000000837,Manual Control Panel Suitable for82.5KVA
800000000838,Fuel Flow Meter with RS 485 Modbus
800000000839,Change Safety Fence for 2 Layup Unit
800000000840,"UPS System 300 kVA,3 Phase,415V"
800000000841,GA 75 VSD FF 10 Bar Verson
800000000842,3 M3 Air Receiver 13 Bar
800000000843,Electronic Water Drain EWD 330 C
800000000844,Filter DD 360
800000000845,Filter PD 360
800000000846,Battery SMF VRLA 12V/200 Ah
800000000847,Battery Rack for 12V/200 Ah Battery
800000000848,"Clamp Meter 1000A AC/DC, Model KM9999"
800000000849,"Digital Multimeter,Model 207MK-(T)"
800000000850,"Digital Earth Tester,Model KM1520"
800000000851,"Digital1KV InsulationTesterW PI,KM1152MF"
800000000852,Diesel(H.S.D)
800000000853,Steel Almirah
800000000854,Pedestal Fan
800000000855,TMT Bar 8mm
800000000856,TMT Bar 12mm
800000000857,TMT Bar 16mm (FE-500)
800000000858,Steel Measuring Tape 30 Mtr.
800000000859,Steel Measuring Tape 5 Mtr.
800000000860,"Plier-8"""
800000000861,Screw Driver
800000000862,Metal Halide Fitting with Ballast 400W
800000000863,Lamp for Metal Halide 400W
800000000864,Writing Board White (3' x 4')
800000000865,"Unidirection,I.U.T.L/Unl.JB,Label,disch."
800000000866,Bidirection
800000000867,EL Test
800000000868,Buffer
800000000869,Framing
800000000870,Curing Line
800000000871,Frame Silicon Dispenser
800000000872,Glass Washer
800000000873,Repairing Table
800000000874,JB Dispenser
800000000875,String Handling Tools
800000000876,Fly Ash
800000000877,Silver Sand
800000000878,Sand
800000000879,Cable-2.5 Sq.mm. 4 Core Cu. Flexible
800000000880,"Water Meter for 1 1/2"" Pipe Line"
800000000881,"Non-returnable Valve 1 1/2"""
800000000882,Cartridge 88A
800000000883,Safety Shoes
800000000884,MCB - 63 Amp TPN
800000000885,Aluminium Lug 35 Sqmm
800000000886,"PVC Socket - 1"""
800000000887,"PVC Socket - 1½"""
800000000888,"PVC Elbow 90 - 1"""
800000000889,"PVC Elbow 90 - 1½"""
800000000890,"PVC Ball Valve - 1"""
800000000891,"MTA - Plastic - 1½"""
800000000892,Solvent Cement
800000000893,Flat File
800000000894,Water Tank (Reserver)
800000000895,Cable - 2.5 Sq.mm 3 Core Copper Flexible
800000000896,TMT Bar 25mm(FE-500)
800000000897,TMT Bar 20mm(FE-500)
800000000898,Double Compression Glands - 38 mm
800000000899,Aluminium Lugs - 70 Sq. mm.
800000000900,MH Choke 400 Watts
800000000901,MH Lgnitor-400Watts
800000000902,Cable - 1.5 Sg.mm 3 Core Copper Armoured
800000000903,STP Patch Cord
800000000904,Air Conditioner Split Type 1.5T
800000000905,TMT Bar 32mm(FE-500)
800000000906,Metal Halide Fitting with Ballast 250W
800000000907,MH Lgnitor-250Watts
800000000908,MH Choke 250 Watts
800000000909,PVC Electrical Conduit Pipe - 40 mm
800000000910,PVC Electrical Conduit Pipe - 25 mm
800000000911,PVC Junction Box 4 Way - 25 mm
800000000912,PVC End Cap for 25 mm Pipe
800000000913,PVC Long Bend- 40 mm
800000000914,Foam(PU)
800000000915,"Umion 1 1/2"""
800000000916,"MS Hook - 1 1/2"""
800000000917,"Ball Vulve - 1 1/2"""
800000000918,"Non Return Vulve - 1 1/2"""
800000000919,"Ball Cock -  1"""
800000000920,"F.T.A - 1"""
800000000921,"MTA - 1"""
800000000922,"Tee - 1 1/2"" X 1"""
800000000923,33KvPanel With Seperate Relay & Metering
800000000924,33Kv Panel Consumer Terminal
800000000925,33Kv HT Panel - 800A
800000000926,11Kv HT Panel - 630A
800000000927,Plastic Role
800000000928,"Tullu Pump,1 Hp"
800000000929,Silent DG Set - 810 KVA
800000000930,Silent DG Set - 400 KVA
800000000931,Synchronizing & Auto Load Sharing Pannel
800000000932,Fuel Flow Meter With RS 485 Modbus
800000000933,Silent DG Set - 82.5 KVA
800000000934,Manual Control Panel Suitable for82.5KVA
800000000935,Fuel Flow Meter with RS 485 Modbus
800000000936,Change Safety Fence for 2 Layup Unit
800000000937,"UPS System 300 kVA,3 Phase,415V"
800000000938,GA 75 VSD FF 10 Bar Verson
800000000939,3 M3 Air Receiver 13 Bar
800000000940,Electronic Water Drain EWD 330 C
800000000941,Filter DD 360
800000000942,Filter PD 360
800000000943,Battery SMF VRLA 12V/200 Ah
800000000944,Battery Rack for 12V/200 Ah Battery
800000000945,"Clamp Meter 1000A AC/DC, Model KM9999"
800000000946,"Digital Multimeter,Model 207MK-(T)"
800000000947,"Digital Earth Tester,Model KM1520"
800000000948,"Digital1KV InsulationTesterW PI,KM1152MF"
800000000949,DWC Pipe 120mm
800000000950,DWC Pipe 180mm
800000000951,Cable-3.5C X 300Sq mm AL XLPE (1.1KV)
800000000952,Cable - 3.5C X 185Sq mm AL XLPE (1.1KV)
800000000953,Cable - 3.5C X 150Sq mm AL XLPE  (1.1KV)
800000000954,Cable - 3.5C X 120Sq mm AL XLPE (1.1KV)
800000000955,Cable - 3.5C X 95Sq mm AL XLPE  (1.1KV)
800000000956,Cable - 3.5C X 35Sq mm AL XLPE  (1.1KV)
800000000957,Cable - 4C X 16Sq mm CU XLPE  (1.1KV)
800000000958,Cable - 4C X 10Sq mm CU XLPE  (1.1KV)
800000000959,Cable - 4C X 6Sq mm CU XLPE  (1.1KV)
800000000960,Cable - 4C X 4Sq mm CU XLPE (1.1KV)
800000000961,Cable - 3C X 4Sq mm CU XLPE (1.1KV)
800000000962,Cable - 3C X 6Sq mm CU XLPE (1.1KV)
800000000963,Cable - 3C X 10Sq mm CU XLPE (1.1KV)
800000000964,Cable - 3C X 16Sq mm CU XLPE (1.1KV)
800000000965,"Cable - 3CX300Sq mm AL XLPE CABLE,33 KV"
800000000966,"Cable - 3C X 300 AL XLPE CABLE, 11 KV"
