Material,Material type,Material Group,Base Unit of Measure
110000004274,ZHAW,E0003,EA
110000004275,ZHAW,E0003,EA
110000004276,ZHAW,E0003,EA
110000004277,ZHAW,E0003,EA
110000004278,ZHAW,E0003,EA
110000004279,ZHAW,E0003,EA
110000004280,ZHAW,E0003,M
110000004281,ZHAW,E0003,M
110000004282,ZHAW,C0013,EA
110000004283,ZHAW,E0003,M
110000004284,ZHAW,E0003,M
110000004285,ZHAW,E0003,M
110000004286,ZHAW,E0003,M
110000004287,ZHAW,E0003,EA
110000004288,ZHAW,E0003,EA
110000004289,ZHAW,E0003,M
110000004290,ZHAW,E0003,M
110000004291,ZHAW,E0003,M
110000004292,ZHAW,E0003,EA
110000004293,ZHAW,E0003,EA
110000004294,ZHAW,C0013,EA
110000004295,ZHAW,E0003,M
110000004296,ZHAW,E0003,M
110000004297,ZHAW,E0003,M
110000004298,ZHAW,C0013,M
110000004299,ZHAW,E0003,M
110000004300,ZHAW,E0003,M
110000004301,ZHAW,E0003,M
110000004302,ZHAW,E0003,M
110000004303,ZHAW,C0013,M
110000004304,ZHAW,E0003,M
110000004305,ZHAW,E0003,M
110000004306,ZHAW,E0003,M
110000004307,ZHAW,E0003,M
110000004308,ZHAW,E0003,M
110000004309,ZHAW,E0003,M
110000004310,ZHAW,E0003,M
110000004311,ZHAW,E0003,M
110000004312,ZHAW,E0003,M
110000004313,ZHAW,E0003,M
110000004314,ZHAW,E0003,M
110000004315,ZHAW,O0001,EA
110000004316,ZHAW,O0001,EA
110000004317,ZHAW,O0001,EA
110000004318,ZHAW,O0001,EA
110000004319,ZHAW,O0001,EA
110000004320,ZHAW,O0001,KG
110000004321,ZHAW,O0001,KG
110000004322,ZHAW,O0001,KG
110000004323,ZHAW,O0001,KG
110000004324,ZHAW,C0013,KG
110000004325,ZHAW,C0013,KG
110000004326,ZHAW,C0013,KG
110000004327,ZHAW,C0013,KG
110000004328,ZHAW,C0013,KG
110000004329,ZHAW,C0013,KG
110000004330,ZHAW,C0013,KG
110000004331,ZHAW,C0013,TON
110000004332,ZHAW,C0013,TON
110000004333,ZHAW,C0013,TON
110000004334,ZHAW,C0013,TON
110000004335,ZHAW,C0013,TON
110000004336,ZHAW,C0013,TON
110000004337,ZHAW,C0013,TON
110000004338,ZHAW,C0013,TON
110000004339,ZHAW,C0013,TON
110000004340,ZHAW,C0013,TON
110000004341,ZHAW,C0013,TON
110000004342,ZHAW,C0013,TON
110000004343,ZHAW,C0013,EA
110000004344,ZHAW,C0013,EA
110000004345,ZHAW,E0003,EA
110000004346,ZHAW,E0003,EA
110000004347,ZHAW,E0003,EA
110000004348,ZHAW,E0003,EA
110000004349,ZHAW,E0003,EA
110000004350,ZHAW,E0003,M
110000004351,ZHAW,O0001,EA
110000004352,ZHAW,O0001,EA
110000004353,ZHAW,O0001,EA
110000004354,ZHAW,O0001,EA
110000004355,ZHAW,E0003,EA
110000004356,ZHAW,E0003,EA
110000004357,ZHAW,E0003,EA
110000004358,ZHAW,E0003,M
110000004359,ZHAW,C0013,M
110000004360,ZHAW,C0013,EA
110000004361,ZHAW,C0013,M
110000004362,ZHAW,E0003,EA
110000004363,ZHAW,O0001,EA
110000004364,ZHAW,C0013,EA
110000004365,ZHAW,O0001,EA
110000004366,ZHAW,O0001,EA
110000004367,ZHAW,O0001,EA
110000004368,ZHAW,O0001,EA
110000004369,ZHAW,O0001,EA
110000004370,ZHAW,O0001,EA
110000004371,ZHAW,O0001,M
110000004372,ZHAW,E0003,EA
110000004373,ZHAW,E0003,EA
110000004374,ZHAW,E0003,EA
110000004375,ZHAW,E0003,EA
110000004376,ZHAW,E0003,EA
110000004378,ZHAW,O0001,M
110000004379,ZHAW,O0001,M
110000004380,ZHAW,O0001,KG
110000004381,ZHAW,O0001,KG
110000004382,ZHAW,O0001,KG
110000004383,ZHAW,C0013,M
110000004384,ZHAW,C0013,M
110000004385,ZHAW,C0013,M
110000004386,ZHAW,C0013,M
110000004387,ZHAW,C0013,M
110000004390,ZHAW,C0013,EA
110000004391,ZHAW,E0003,EA
110000004392,ZHAW,E0003,EA
110000004393,ZHAW,E0003,EA
110000004394,ZHAW,E0003,EA
110000004395,ZHAW,C0013,EA
110000004396,ZHAW,E0003,EA
110000004397,ZHAW,E0003,EA
110000004398,ZHAW,P0009,EA
110000004399,ZHAW,P0009,EA
110000004400,ZHAW,E0003,EA
110000004401,ZHAW,E0003,EA
110000004402,ZHAW,C0013,EA
110000004403,ZHAW,C0013,EA
110000004404,ZHAW,C0013,EA
110000004407,ZHAW,E0003,EA
110000004412,ZHAW,E0003,EA
110000004414,ZHAW,M0005,EA
110000004415,ZHAW,E0003,EA
110000004416,ZHAW,E0003,EA
110000004417,ZHAW,E0003,EA
110000004418,ZHAW,E0003,EA
110000004419,ZHAW,E0003,EA
110000004420,ZHAW,E0003,EA
110000004421,ZHAW,E0003,EA
110000004422,ZHAW,E0003,EA
110000004423,ZHAW,E0003,EA
110000004424,ZHAW,E0003,EA
110000004425,ZHAW,E0003,EA
110000004426,ZHAW,E0003,EA
110000004427,ZHAW,E0003,EA
110000004428,ZHAW,E0003,EA
110000004429,ZHAW,E0003,EA
110000004430,ZHAW,E0003,EA
110000004431,ZHAW,E0003,EA
110000004432,ZHAW,E0003,EA
110000004433,ZHAW,E0003,EA
110000004434,ZHAW,E0003,EA
110000004435,ZHAW,E0003,EA
110000004436,ZHAW,E0003,EA
110000004437,ZHAW,E0003,EA
110000004438,ZHAW,E0003,EA
110000004439,ZHAW,E0003,EA
110000004440,ZHAW,E0003,EA
110000004441,ZHAW,M0005,EA
110000004442,ZHAW,M0005,EA
110000004443,ZHAW,M0005,EA
110000004444,ZHAW,E0003,EA
110000004445,ZHAW,E0003,EA
110000004451,ZHAW,E0003,EA
110000004461,ZHAW,E0003,EA
110000004462,ZHAW,E0003,EA
110000004463,ZHAW,E0003,EA
110000004464,ZHAW,E0003,EA
110000004465,ZHAW,E0003,EA
110000004466,ZHAW,E0003,EA
110000004469,ZHAW,E0003,EA
110000004470,ZHAW,E0003,EA
110000004471,ZHAW,M0005,EA
110000004472,ZHAW,M0005,EA
110000004473,ZHAW,M0005,EA
110000004474,ZHAW,O0001,EA
110000004475,ZHAW,P0010,EA
110000004476,ZHAW,E0003,EA
110000004478,ZHAW,E0003,EA
110000004479,ZHAW,E0003,EA
110000004480,ZHAW,E0003,EA
110000004481,ZHAW,E0003,EA
110000004482,ZHAW,E0003,EA
110000004483,ZHAW,O0001,EA
110000004484,ZHAW,E0003,EA
110000004485,ZHAW,E0003,EA
110000004486,ZHAW,E0003,EA
110000004487,ZHAW,E0003,EA
110000004488,ZHAW,M0005,EA
110000004490,ZHAW,M0005,EA
110000004491,ZHAW,M0005,EA
110000004492,ZHAW,E0003,EA
110000004502,ZHAW,O0001,EA
110000004503,ZHAW,O0001,EA
110000004504,ZHAW,O0001,EA
110000004506,ZHAW,O0001,EA
110000004508,ZHAW,E0003,EA
110000004509,ZHAW,E0003,EA
110000004510,ZHAW,E0003,EA
110000004511,ZHAW,E0003,EA
110000004512,ZHAW,E0003,EA
110000004513,ZHAW,E0003,EA
110000004514,ZHAW,M0005,EA
110000004515,ZHAW,M0005,EA
110000004516,ZHAW,M0005,EA
110000004518,ZHAW,E0003,EA
110000004519,ZHAW,P0007,EA
110000004520,ZHAW,E0003,EA
110000004521,ZHAW,E0003,EA
110000004522,ZHAW,E0003,EA
110000004523,ZHAW,C0006,EA
110000004527,ZHAW,M0005,EA
110000004528,ZHAW,M0005,EA
110000004529,ZHAW,M0005,EA
110000004530,ZHAW,M0005,EA
110000004531,ZHAW,E0003,EA
110000004532,ZHAW,M0005,EA
110000004533,ZHAW,M0005,EA
110000004534,ZHAW,M0005,EA
110000004535,ZHAW,M0005,EA
110000004536,ZHAW,M0005,EA
110000004537,ZHAW,E0003,EA
110000004644,ZHAW,T0005,EA
110000004645,ZHAW,T0005,EA
110000004646,ZHAW,T0005,EA
110000004647,ZHAW,T0005,EA
110000004648,ZHAW,T0005,EA
110000004649,ZHAW,T0005,EA
110000004650,ZHAW,T0005,EA
110000004651,ZHAW,T0005,EA
110000004652,ZHAW,T0005,EA
110000004653,ZHAW,T0005,EA
110000004654,ZHAW,T0005,EA
110000004655,ZHAW,T0005,EA
110000004656,ZHAW,T0005,EA
110000004657,ZHAW,T0005,EA
110000004658,ZHAW,T0005,EA
110000004659,ZHAW,T0005,EA
110000004660,ZHAW,T0005,EA
110000004661,ZHAW,T0005,EA
110000004662,ZHAW,T0005,EA
110000004663,ZHAW,T0005,EA
110000004664,ZHAW,T0005,EA
110000004665,ZHAW,T0005,EA
110000004667,ZHAW,O0001,EA
110000004668,ZHAW,O0001,EA
110000004669,ZHAW,O0001,EA
110000004670,ZHAW,O0001,EA
110000004671,ZHAW,O0001,EA
110000004672,ZHAW,O0001,EA
110000004673,ZHAW,O0001,EA
110000004674,ZHAW,O0001,EA
110000004675,ZHAW,O0001,EA
110000004676,ZHAW,O0001,EA
110000004677,ZHAW,O0001,EA
110000004678,ZHAW,O0001,EA
110000004679,ZHAW,O0001,EA
110000004680,ZHAW,O0001,EA
110000004681,ZHAW,O0001,EA
110000004682,ZHAW,O0001,EA
110000004683,ZHAW,O0001,EA
110000004684,ZHAW,O0001,EA
110000004685,ZHAW,O0001,EA
110000004686,ZHAW,O0001,EA
110000004690,ZHAW,T0005,EA
110000004691,ZHAW,T0005,EA
110000004692,ZHAW,T0005,EA
110000004693,ZHAW,T0005,EA
110000004694,ZHAW,T0005,EA
110000004695,ZHAW,T0005,EA
110000004696,ZHAW,T0005,EA
110000004707,ZHAW,E0003,EA
110000004708,ZHAW,E0003,EA
110000004722,ZHAW,B0004,EA
110000004727,ZHAW,E0003,EA
110000004728,ZHAW,I0003,EA
110000004729,ZHAW,O0001,EA
110000004732,ZHAW,B0002,EA
110000004734,ZHAW,O0001,EA
110000004736,ZHAW,O0001,EA
110000004737,ZHAW,O0001,EA
110000004738,ZHAW,O0001,EA
110000004739,ZHAW,O0001,EA
110000004751,ZHAW,O0001,EA
110000004752,ZHAW,O0001,EA
110000004753,ZHAW,O0001,EA
110000004755,ZHAW,O0001,EA
110000004757,ZHAW,O0001,EA
110000004758,ZHAW,O0001,EA
110000004759,ZHAW,O0001,EA
110000004760,ZHAW,E0003,EA
110000004761,ZHAW,L0006,EA
110000004762,ZHAW,B0004,EA
110000004763,ZHAW,P0009,EA
110000004764,ZHAW,B0002,EA
110000004771,ZHAW,L0006,EA
110000004772,ZHAW,L0006,EA
110000004773,ZHAW,L0006,EA
110000004774,ZHAW,L0006,EA
110000004775,ZHAW,L0006,EA
110000004776,ZHAW,T0003,EA
110000004777,ZHAW,P0009,EA
110000004778,ZHAW,S0021,EA
110000004779,ZHAW,S0021,EA
110000004780,ZHAW,S0021,EA
110000004781,ZHAW,S0021,EA
110000004782,ZHAW,S0021,EA
110000004783,ZHAW,P0009,EA
110000004784,ZHAW,B0002,EA
110000004785,ZHAW,S0022,EA
110000004786,ZHAW,M0001,EA
110000004789,ZHAW,O0001,EA
110000004790,ZHAW,O0001,EA
110000004791,ZHAW,O0001,EA
110000004792,ZHAW,T0005,EA
110000004793,ZHAW,O0001,EA
110000004794,ZHAW,E0003,EA
110000004795,ZHAW,O0001,EA
110000004797,ZHAW,T0003,EA
110000004798,ZHAW,T0003,EA
110000004799,ZHAW,T0003,EA
110000004800,ZHAW,O0001,EA
110000004801,ZHAW,O0001,EA
110000004802,ZHAW,O0001,EA
110000004803,ZHAW,O0001,EA
110000004804,ZHAW,E0003,EA
110000004805,ZHAW,O0001,EA
110000004808,ZHAW,O0001,EA
110000004818,ZHAW,L0006,EA
110000004819,ZHAW,L0006,EA
110000004848,ZHAW,O0001,EA
110000004850,ZHAW,E0003,EA
110000004851,ZHAW,O0001,EA
110000004852,ZHAW,O0001,EA
110000004853,ZHAW,E0003,EA
110000004881,ZHAW,O0001,EA
600000000004,ZERS,T0005,EA
600000000005,ZERS,E0003,EA
600004000064,ZERS,T0005,EA
600005008086,ZERS,Q0001,EA
600006000061,ZERS,T0005,EA
600006000063,ZERS,T0005,EA
600006000064,ZERS,T0005,EA
600006000078,ZERS,O0002,EA
600006000116,ZERS,O0002,EA
600006000130,ZERS,Q0001,EA
600006007901,ZERS,Q0001,EA
600006008267,ZERS,O0002,EA
600020000299,ZERS,Q0001,EA
600026008373,ZERS,E0003,EA
600027000402,ZERS,T0005,EA
600027008552,ZERS,M0005,EA
600030000424,ZERS,T0005,EA
600030000425,ZERS,E0003,EA
600030000426,ZERS,E0003,EA
600032008269,ZERS,M0008,EA
600032008911,ZERS,M0008,EA
600034000505,ZERS,T0005,EA
600034007970,ZERS,O0002,EA
600034008094,ZERS,O0002,EA
600035000524,ZERS,Q0001,EA
600037008288,ZERS,O0002,EA
600037008436,ZERS,O0002,EA
600038000560,ZERS,T0005,EA
600039000574,ZERS,I0004,EA
600039000575,ZERS,I0004,EA
600039000576,ZERS,I0004,EA
600039000577,ZERS,I0004,EA
600039000578,ZERS,I0004,EA
600039000593,ZERS,I0004,EA
600039000604,ZERS,I0004,EA
600039000605,ZERS,I0004,EA
600040000671,ZERS,E0003,EA
600040000679,ZERS,E0003,EA
600040000687,ZERS,E0003,EA
600040000703,ZERS,E0003,EA
600040000704,ZERS,E0003,EA
600040000711,ZERS,E0003,EA
600040000763,ZERS,C0013,EA
600040000771,ZERS,C0013,EA
600040000772,ZERS,C0013,EA
600040000773,ZERS,C0013,EA
600040000778,ZERS,M0007,EA
600040000784,ZERS,C0013,EA
600040000785,ZERS,C0013,EA
600040000786,ZERS,C0013,EA
600040000787,ZERS,C0013,EA
600040000788,ZERS,C0013,EA
600040000790,ZERS,C0013,EA
600040000794,ZERS,C0013,EA
600040000802,ZERS,E0003,EA
600040000804,ZERS,E0003,EA
600040000805,ZERS,E0003,EA
600040000810,ZERS,E0003,EA
600040000811,ZERS,E0003,EA
600040000813,ZERS,E0003,EA
600040000816,ZERS,E0003,EA
600040000817,ZERS,E0003,EA
600040000818,ZERS,E0003,EA
600040000819,ZERS,E0003,EA
600040000821,ZERS,E0003,EA
600040000822,ZERS,E0003,EA
600040000823,ZERS,E0003,EA
600040000824,ZERS,E0003,EA
600040000825,ZERS,E0003,EA
600040000826,ZERS,E0003,EA
600040000829,ZERS,E0003,EA
600040008651,ZERS,E0003,EA
600040009343,ZERS,E0003,EA
600040009344,ZERS,E0003,EA
600040009345,ZERS,E0003,EA
600040009346,ZERS,E0003,EA
600040009347,ZERS,E0003,EA
600040009351,ZERS,E0003,EA
600041009032,ZERS,E0003,EA
600042000847,ZERS,E0003,EA
600042008411,ZERS,M0007,EA
600046000910,ZERS,E0003,EA
600046000911,ZERS,E0003,EA
600046009348,ZERS,E0003,EA
600047008051,ZERS,E0003,EA
600047008412,ZERS,M0007,EA
600047009301,ZERS,C0019,EA
600047009349,ZERS,E0003,EA
600047009350,ZERS,E0003,EA
600048000969,ZERS,E0003,EA
600048000975,ZERS,E0003,EA
600048000976,ZERS,E0003,EA
600048009312,ZERS,E0003,EA
600051001007,ZERS,E0003,EA
600051001011,ZERS,E0003,EA
600051001014,ZERS,E0003,EA
600051001020,ZERS,E0003,EA
600051001021,ZERS,E0003,EA
600051001023,ZERS,E0003,EA
600051001041,ZERS,E0003,EA
600051001042,ZERS,E0003,EA
600051001045,ZERS,E0003,EA
600051001046,ZERS,E0003,EA
600051001056,ZERS,E0003,EA
600051001057,ZERS,E0003,EA
600051001058,ZERS,E0003,EA
600051008397,ZERS,E0003,EA
600051008398,ZERS,E0003,EA
600051008464,ZERS,E0003,EA
600051008591,ZERS,E0003,EA
600051008593,ZERS,E0003,EA
600052009360,ZERS,E0003,EA
600054001259,ZERS,P0010,EA
600055001284,ZERS,E0003,EA
600056001341,ZERS,E0003,EA
600056001342,ZERS,E0003,EA
600056001343,ZERS,E0003,EA
600056001344,ZERS,E0003,EA
600056001346,ZERS,E0003,EA
600056008653,ZERS,E0003,EA
600057001380,ZERS,E0003,EA
600057001381,ZERS,E0003,EA
600061001400,ZERS,E0003,EA
600061001401,ZERS,E0003,EA
600061001402,ZERS,E0003,EA
600061001403,ZERS,E0003,EA
600061008681,ZERS,E0003,EA
600069001549,ZERS,S0021,EA
600069001550,ZERS,S0021,EA
600069001551,ZERS,M0005,EA
600069008991,ZERS,M0005,EA
600070008643,ZERS,E0003,EA
600072008558,ZERS,E0003,EA
600072008559,ZERS,E0003,EA
600074001636,ZERS,P0010,EA
600074001644,ZERS,P0010,EA
600074001646,ZERS,P0010,EA
600074008078,ZERS,P0010,EA
600074008896,ZERS,E0003,EA
600074008897,ZERS,E0003,EA
600074009429,ZERS,P0010,EA
600076001706,ZERS,E0003,EA
600076001719,ZERS,E0003,EA
600076001720,ZERS,E0003,EA
600076001728,ZERS,E0003,EA
600076001742,ZERS,E0003,EA
600076001745,ZERS,E0003,EA
600076001746,ZERS,E0003,EA
600076001747,ZERS,E0003,EA
600076001749,ZERS,E0003,EA
600076001751,ZERS,E0003,EA
600076001753,ZERS,E0003,EA
600076001754,ZERS,E0003,EA
600076001755,ZERS,E0003,EA
600076001756,ZERS,E0003,EA
600076009036,ZERS,E0003,EA
600076009037,ZERS,E0003,EA
600077001759,ZERS,E0003,EA
600077001760,ZERS,E0003,EA
600077001766,ZERS,E0003,EA
600077008690,ZERS,E0003,EA
600077008699,ZERS,E0003,EA
600077008979,ZERS,M0005,EA
600078001776,ZERS,S0021,EA
600078008683,ZERS,E0003,EA
600078009311,ZERS,S0021,EA
600079001788,ZERS,S0021,EA
600079001789,ZERS,S0021,EA
600079001809,ZERS,M0005,EA
600079001810,ZERS,M0005,EA
600080001834,ZERS,S0021,EA
600083008668,ZERS,E0003,EA
600088001908,ZERS,O0001,EA
600090001924,ZERS,E0003,EA
600090001927,ZERS,E0003,EA
600090001928,ZERS,E0003,EA
600090001940,ZERS,E0003,EA
600090009355,ZERS,E0003,EA
600092001958,ZERS,E0003,EA
600092008040,ZERS,M0007,EA
600092008417,ZERS,E0003,EA
600092008418,ZERS,E0003,EA
600092008533,ZERS,E0003,EA
600092008596,ZERS,E0003,EA
600092008680,ZERS,E0003,EA
600092008684,ZERS,E0003,EA
600093001990,ZERS,E0003,EA
600093001992,ZERS,E0003,EA
600093008430,ZERS,E0003,EA
600093008431,ZERS,E0003,EA
600093008700,ZERS,E0003,EA
600095008387,ZERS,E0003,EA
600095008401,ZERS,E0003,EA
600098002014,ZERS,E0003,EA
600099002022,ZERS,E0003,EA
600099002023,ZERS,E0003,EA
600099008806,ZERS,E0003,EA
600107002084,ZERS,M0007,EA
600117008682,ZERS,E0003,EA
600136002301,ZERS,T0005,EA
600136002322,ZERS,G0006,EA
600136002337,ZERS,G0006,EA
600136002338,ZERS,G0006,EA
600136002339,ZERS,G0006,EA
600136002340,ZERS,G0006,EA
600136008437,ZERS,M0005,EA
600136008877,ZERS,G0006,EA
600136009004,ZERS,M0005,EA
600136009006,ZERS,M0005,EA
600139008438,ZERS,M0005,EA
600140002705,ZERS,G0006,EA
600142008491,ZERS,O0002,EA
600142008918,ZERS,E0003,EA
600142009001,ZERS,M0005,EA
600142009002,ZERS,M0005,EA
600142009003,ZERS,M0005,EA
600142009005,ZERS,M0005,EA
600145002727,ZERS,O0002,EA
600145002738,ZERS,O0002,EA
600145007921,ZERS,O0002,EA
600145008383,ZERS,M0007,EA
600145008513,ZERS,E0003,EA
600145008654,ZERS,O0002,EA
600145008655,ZERS,O0002,EA
600145008656,ZERS,O0002,EA
600146002777,ZERS,M0007,EA
600150008332,ZERS,C0019,EA
600152002787,ZERS,M0008,EA
600165002845,ZERS,E0003,EA
600172002893,ZERS,M0007,EA
600173002904,ZERS,B0002,EA
600175002928,ZERS,I0004,EA
600175002932,ZERS,I0004,EA
600175002962,ZERS,E0003,EA
600175007984,ZERS,I0004,EA
600175008147,ZERS,I0004,EA
600175008363,ZERS,I0004,EA
600175008734,ZERS,E0003,EA
600175008839,ZERS,E0003,EA
600175008901,ZERS,E0003,EA
600175008902,ZERS,E0003,EA
600175008903,ZERS,E0003,EA
600175009033,ZERS,E0003,EA
600175009038,ZERS,E0003,EA
600175009356,ZERS,I0004,EA
600177008577,ZERS,E0003,EA
600178002983,ZERS,M0008,EA
600180008453,ZERS,E0003,EA
600183008175,ZERS,I0004,EA
600185003029,ZERS,S0021,EA
600185003030,ZERS,S0021,EA
600185003035,ZERS,M0005,EA
600187003047,ZERS,M0005,EA
600188003070,ZERS,T0005,EA
600188003071,ZERS,T0005,EA
600188003072,ZERS,T0005,EA
600188003073,ZERS,T0005,EA
600188003074,ZERS,T0005,EA
600188003075,ZERS,T0005,EA
600188003079,ZERS,T0005,EA
600188003081,ZERS,T0005,EA
600189003115,ZERS,T0005,EA
600189003119,ZERS,E0003,EA
600190003143,ZERS,M0005,EA
600190003147,ZERS,T0005,EA
600190003149,ZERS,T0005,EA
600190003152,ZERS,T0005,EA
600191003157,ZERS,T0005,EA
600191003158,ZERS,T0005,EA
600191003159,ZERS,T0005,EA
600191003164,ZERS,E0003,EA
600191008375,ZERS,E0003,EA
600191008384,ZERS,E0003,EA
600195008271,ZERS,M0008,EA
600195008432,ZERS,M0008,EA
600198003218,ZERS,M0008,EA
600202003230,ZERS,M0005,EA
600202003243,ZERS,T0005,EA
600202003244,ZERS,T0005,EA
600202003245,ZERS,T0005,EA
600202003246,ZERS,T0005,EA
600202003247,ZERS,T0005,EA
600202003248,ZERS,T0005,EA
600202008273,ZERS,T0005,EA
600202008372,ZERS,E0003,EA
600202008386,ZERS,E0003,EA
600203003253,ZERS,M0007,EA
600207008506,ZERS,F0011,EA
600209004509,ZERS,M0008,EA
600209004513,ZERS,M0008,EA
600209004514,ZERS,M0008,EA
600212004523,ZERS,M0007,EA
600216005463,ZERS,T0005,EA
600216008400,ZERS,E0003,EA
600216008465,ZERS,M0005,EA
600217005476,ZERS,M0008,EA
600217005477,ZERS,M0008,EA
600219005483,ZERS,M0007,EA
600223008892,ZERS,M0005,EA
600229006061,ZERS,V0001,EA
600239006093,ZERS,F0011,EA
600242006110,ZERS,E0003,EA
600242006111,ZERS,M0005,EA
600246006155,ZERS,E0003,EA
600246008980,ZERS,E0003,EA
600246009041,ZERS,E0003,EA
600247008692,ZERS,E0003,EA
600252009298,ZERS,E0003,EA
600254006214,ZERS,S0022,EA
600260006234,ZERS,E0003,EA
600260006236,ZERS,E0003,EA
600260008260,ZERS,E0003,EA
600260008261,ZERS,E0003,EA
600260008599,ZERS,M0007,EA
600260008664,ZERS,E0003,EA
600260008665,ZERS,E0003,EA
600260008666,ZERS,E0003,EA
600260008667,ZERS,E0003,EA
600260008686,ZERS,E0003,EA
600260008687,ZERS,E0003,EA
600260008688,ZERS,E0003,EA
600260008689,ZERS,E0003,EA
600260008701,ZERS,E0003,EA
600260008816,ZERS,E0003,EA
600268008560,ZERS,E0003,EA
600270006824,ZERS,P0012,EA
600270006828,ZERS,P0012,EA
600270006831,ZERS,M0005,EA
600272006862,ZERS,M0005,EA
600273006866,ZERS,M0005,EA
600278008511,ZERS,M0007,EA
600279006888,ZERS,P0012,EA
600285006934,ZERS,T0005,EA
600287006941,ZERS,M0007,EA
600287006944,ZERS,S0022,EA
600292006982,ZERS,E0003,EA
600292006984,ZERS,E0003,EA
600292006985,ZERS,E0003,EA
600296009430,ZERS,V0001,EA
600296009431,ZERS,V0001,EA
600300007041,ZERS,C0019,EA
600301007044,ZERS,P0012,EA
600307007057,ZERS,M0007,EA
600311007101,ZERS,T0005,EA
600312007102,ZERS,B0002,EA
600312007103,ZERS,B0002,EA
600315008256,ZERS,M0007,EA
600317007118,ZERS,E0003,EA
600327007151,ZERS,M0007,EA
600331007157,ZERS,M0007,EA
600346008258,ZERS,M0007,EA
600348007218,ZERS,S0022,EA
600362007242,ZERS,E0003,EA
600362007243,ZERS,E0003,EA
600365008331,ZERS,P0010,EA
600373008052,ZERS,E0003,EA
600373008251,ZERS,E0003,EA
600373008408,ZERS,M0007,EA
600373008409,ZERS,M0007,EA
600373008644,ZERS,E0003,EA
600373008661,ZERS,E0003,EA
600373009296,ZERS,E0003,EA
600373009297,ZERS,E0003,EA
600381008376,ZERS,E0003,EA
600382009328,ZERS,E0003,EA
600393008981,ZERS,E0003,EA
600397008264,ZERS,O0002,EA
600416008187,ZERS,M0007,EA
600422008266,ZERS,M0008,EA
600422008804,ZERS,E0003,EA
600423008268,ZERS,E0003,EA
600423008659,ZERS,E0003,EA
600423008660,ZERS,E0003,EA
600424008270,ZERS,M0007,EA
600425008274,ZERS,M0008,EA
600425008391,ZERS,E0003,EA
600425008434,ZERS,E0003,EA
600428008374,ZERS,E0003,EA
600430008410,ZERS,M0007,EA
600430009039,ZERS,E0003,EA
600431008419,ZERS,E0003,EA
600431008624,ZERS,E0003,EA
600431008712,ZERS,E0003,EA
600431008822,ZERS,E0003,EA
600431008823,ZERS,E0003,EA
600432008427,ZERS,C0019,EA
600433008428,ZERS,U0002,EA
600434009327,ZERS,E0003,EA
600435008435,ZERS,E0003,EA
600436008454,ZERS,E0003,EA
600436008630,ZERS,E0003,EA
600438008466,ZERS,O0002,EA
600439008478,ZERS,M0008,EA
600443008565,ZERS,E0003,EA
600445008595,ZERS,E0003,EA
600446008693,ZERS,E0003,EA
600449008662,ZERS,E0003,EA
600449008663,ZERS,E0003,EA
600461008891,ZERS,M0005,EA
600464008912,ZERS,C0019,EA
600465008934,ZERS,G0006,EA
600469009040,ZERS,E0003,EA
600487009299,ZERS,G0005,EA
600488009300,ZERS,C0019,EA
600489009304,ZERS,T0001,EA
600489009305,ZERS,T0001,EA
600489009306,ZERS,T0001,EA
600489009307,ZERS,T0001,EA
600489009308,ZERS,T0001,EA
600489009309,ZERS,T0001,EA
600489009310,ZERS,T0001,EA
600489009311,ZERS,T0001,EA
800000000509,ZPRM,C0014,EA
